river	geom
Clinch River 96	"LINESTRING ZM (-82.197200128 36.9347001940001 0 99.999953,-82.197942728 36.9353268610001 0 98.670153,-82.1986155279999 36.935404395 0 97.831353,-82.200158062 36.9344996620001 0 95.473553,-82.201220463 36.9334042610001 0 93.339153,-82.2015155289999 36.931814794 0 90.868253,-82.200452462 36.927362793 0 83.898553,-82.1995703279999 36.925637593 0 81.031253,-82.198688061 36.9232817920001 0 77.248953)"
Clinch River 97	"LINESTRING ZM (-82.213813466 36.9284949930001 0 49.769553,-82.2152365329999 36.9273057930001 0 47.234153,-82.2155068659999 36.9258485920001 0 44.968953,-82.211686065 36.9195911910001 0 34.254253,-82.2112836649999 36.9180566580001 0 31.843153)"
Clinch River 98	"LINESTRING ZM (-82.198688061 36.9232817920001 0 77.248953,-82.198662128 36.923212592 0 77.137853,-82.1986941279999 36.9231555920001 0 77.041753)"
Clinch River 99	"LINESTRING ZM (-82.1986941279999 36.9231555920001 0 77.041753,-82.199151528 36.922342192 0 75.669553,-82.2006445279999 36.921702392 0 73.580553,-82.204032663 36.9219572590001 0 69.380053,-82.2065062629999 36.9225126580001 0 66.209553,-82.208233331 36.9233879920001 0 63.688453,-82.209094931 36.924298992 0 61.929753,-82.208385931 36.92719386 0 57.393553,-82.209104065 36.9279529930001 0 55.927953,-82.210113131 36.9280691930001 0 54.669753,-82.2113850659999 36.9286213930001 0 52.885053,-82.2134279329999 36.9287211930001 0 50.358953,-82.213813466 36.9284949930001 0 49.769553)"
Clinch River 100	"LINESTRING ZM (-82.219590667 36.914908057 0 19.489553,-82.221918068 36.91535659 0 16.534853,-82.223890668 36.9149069900001 0 14.003453,-82.2246615349999 36.914454456 0 12.824653,-82.225337869 36.9135851890001 0 11.248753,-82.225390669 36.912373589 0 9.384753,-82.226246069 36.9086836550001 0 3.613853,-82.227234069 36.907985588 0 1.989153,-82.22882107 36.907762188 0 -4.69999999950232e-005)"
Clinch River 101	"LINESTRING ZM (-82.2112836649999 36.9180566580001 0 31.843153,-82.211767465 36.91730059 0 30.536253,-82.212997532 36.9162244570001 0 28.290453,-82.2141540659999 36.9155457900001 0 26.522153,-82.215622133 36.9150381900001 0 24.548953,-82.218050133 36.9149116570001 0 21.545353,-82.2184356659999 36.914685456 0 20.955853,-82.219590667 36.914908057 0 19.489553)"
Clinch River 102	"LINESTRING ZM (-82.182000724 36.9305128610001 0 99.999953,-82.182509457 36.9296244610001 0 95.537753,-82.185352457 36.9281933940001 0 83.244353,-82.187350258 36.9276118600001 0 75.459053,-82.190521259 36.9281126600001 0 63.619353,-82.1914359259999 36.927812261 0 59.998853,-82.1941351259999 36.926229059 0 47.751953,-82.195841661 36.926290393 0 41.493653,-82.196965661 36.927637593 0 34.093853,-82.196547461 36.9298894610001 0 23.703453,-82.1958460609999 36.9308910600001 0 18.459753,-82.195792728 36.932102661 0 12.926953,-82.197200128 36.9347001940001 0 -4.69999999950232e-005)"
Clinch River 103	"LINESTRING ZM (-82.15576965 36.9412860640001 0 41.316553,-82.15702565 36.940078198 0 38.874153,-82.15970125 36.938628264 0 34.851653,-82.161699518 36.9380471970001 0 32.203453,-82.163910852 36.9381672640001 0 29.441753,-82.1668734529999 36.937020863 0 25.343753)"
Clinch River 104	"LINESTRING ZM (-82.146136847 36.9453299990001 0 58.900553,-82.148107648 36.944595199 0 56.193153,-82.149453315 36.9447507990001 0 54.499253,-82.151130915 36.945891799 0 51.759453,-82.152837715 36.945953665 0 49.630853)"
Clinch River 105	"LINESTRING ZM (-82.1668734529999 36.937020863 0 25.343753,-82.16927752 36.937027863 0 22.348153,-82.173794455 36.9376843970001 0 16.628353,-82.174709455 36.937384063 0 15.396553,-82.177844256 36.935310262 0 10.334753,-82.1798176569999 36.934861395 0 7.778953,-82.180999256 36.934050595 0 5.841953,-82.1819183229999 36.932803462 0 3.592553,-82.182164657 36.9314788620001 0 1.513453,-82.182000724 36.9305128610001 0 -4.69999999950232e-005)"
Clinch River 106	"LINESTRING ZM (-82.142918779 36.946068933 0 63.141553,-82.143027046 36.9460374660001 0 62.998053,-82.143531713 36.946095799 0 62.362853,-82.145337446 36.945628066 0 59.998853,-82.146136847 36.9453299990001 0 58.900553)"
Clinch River 107	"LINESTRING ZM (-82.1262111089999 36.9569464690001 0 99.999953,-82.128383242 36.955438868 0 96.422353,-82.129328243 36.9540598020001 0 93.979253,-82.1294271099999 36.953530001 0 93.147553,-82.13039191 36.952965067 0 91.659753,-82.1329697099999 36.9520456010001 0 88.145453,-82.1345084439999 36.9520882680001 0 86.227353,-82.1377941119999 36.9538214670001 0 81.328953,-82.139812913 36.954055001 0 78.788053,-82.140391713 36.953716001 0 77.895353,-82.1405200459999 36.952107067 0 75.392553,-82.1393320459999 36.949263467 0 70.736653,-82.139485045 36.9475222 0 68.026753,-82.141028445 36.9466181990001 0 65.646253,-82.142918779 36.946068933 0 63.141553)"
Clinch River 108	"LINESTRING ZM (-82.152837715 36.945953665 0 49.630853,-82.153609449 36.9455016650001 0 48.440553,-82.1545044489999 36.944387265 0 46.382353,-82.15576965 36.9412860640001 0 41.316553)"
Clinch River 109	"LINESTRING ZM (-82.113319905 36.966143404 0 99.999953,-82.1155218389999 36.968157471 0 90.928053,-82.11640264 36.9698832720001 0 84.613253,-82.1180059069999 36.9714220720001 0 77.821953,-82.121851309 36.972002672 0 67.191853,-82.123153042 36.9714768060001 0 63.232453,-82.123806308 36.970740472 0 60.172053,-82.123741909 36.9692446720001 0 55.103953,-82.122861041 36.967518871 0 48.789153,-82.121356708 36.9654504040001 0 40.679853,-82.120668907 36.963611671 0 34.179253,-82.11966444 36.962548203 0 29.660853,-82.1193081069999 36.9616950700001 0 26.614153,-82.11945664 36.960900403 0 23.893153,-82.119991107 36.959879803 0 20.144553,-82.121223307 36.958804603 0 15.198453,-82.123346107 36.9575620030001 0 8.058853,-82.1262111089999 36.9569464690001 0 -4.69999999950232e-005)"
Clinch River 110	"LINESTRING ZM (-82.108245303 36.958627603 0 10.312953,-82.108333103 36.9587998040001 0 10.097853,-82.108327903 36.9597464030001 0 9.00315299999988,-82.108614903 36.9600502700001 0 8.562253,-82.1092033039999 36.962418804 0 5.769353,-82.110781505 36.9640902040001 0 3.344353,-82.113319905 36.966143404 0 -4.69999999950232e-005)"
Clinch River 111	"LINESTRING ZM (-82.079709429 36.967995806 0 58.529353,-82.0837888299999 36.9696196730001 0 54.304053,-82.085758297 36.9701190070001 0 52.387753,-82.086525098 36.9706140060001 0 51.474553,-82.088544231 36.9708482730001 0 49.581753,-82.090450032 36.9698516070001 0 47.471053,-82.091757233 36.968379473 0 45.380853,-82.0921788319999 36.966128005 0 42.747953,-82.0919468989999 36.9646124720001 0 40.982253,-82.092120499 36.9636854710001 0 39.898253,-82.094367899 36.9617810710001 0 36.865253,-82.096323033 36.960519404 0 34.537253,-82.096615233 36.95987667 0 33.746053,-82.099678834 36.9582022700001 0 30.306453,-82.100911234 36.9571274040001 0 28.617453,-82.101798034 36.9533060030001 0 24.122353,-82.103366834 36.9522700690001 0 22.236953,-82.104282235 36.9519702690001 0 21.319353,-82.105148102 36.9519354020001 0 20.514853,-82.105534102 36.951709469 0 20.071453,-82.107216303 36.9519044690001 0 18.494153,-82.107790103 36.9525122690001 0 17.612353,-82.107884036 36.9529290680001 0 17.122553,-82.107220436 36.955558469 0 14.020053,-82.107452703 36.9570738690001 0 12.254453,-82.108245303 36.958627603 0 10.312953)"
Clinch River 112	"LINESTRING ZM (-82.051298286 36.965031207 0 99.999953,-82.052233087 36.9655460070001 0 98.947953,-82.053236688 36.966610007 0 97.404853,-82.053611221 36.968277474 0 95.445553,-82.054471488 36.969189607 0 94.122753,-82.0557676879999 36.9696110080001 0 92.825153,-82.057312622 36.9687082070001 0 91.051853,-82.0574866219999 36.9677810740001 0 89.967653,-82.056221089 36.966280607 0 87.872453,-82.055890421 36.9652948740001 0 86.692053,-82.0560644879999 36.9643678730001 0 85.607953,-82.057391289 36.9637102070001 0 84.160853,-82.060949089 36.9639886730001 0 80.843953,-82.062107623 36.963311473 0 79.513953,-82.063658023 36.961461872 0 76.936253,-82.0646234229999 36.9608976060001 0 75.828053,-82.065657624 36.960882472 0 74.868153,-82.0728668259999 36.9618556720001 0 68.084653,-82.074400227 36.962845805 0 66.258353,-82.079709429 36.967995806 0 58.529353)"
Clinch River 113	"LINESTRING ZM (-81.9885746689999 36.980446279 0 99.999953,-81.9899442029999 36.980307612 0 95.848053,-81.990400869 36.980375812 0 94.450953,-81.9908006699999 36.9805356790001 0 93.107353,-81.991000804 36.980787279 0 91.988353,-81.9913740699999 36.982252213 0 86.382153,-81.9917170699999 36.982595213 0 84.733553,-81.9920596699999 36.9826864130001 0 83.647853,-81.99254487 36.9827318120001 0 82.178653,-81.992858671 36.982616879 0 81.141153,-81.9931436699999 36.9823420130001 0 79.800653,-81.99334227 36.9816318790001 0 77.071953,-81.993169204 36.9804416120001 0 72.578953,-81.993083271 36.9803042790001 0 72.002753,-81.992851871 36.9783126790001 0 64.503153,-81.992936403 36.9776714120001 0 62.085453,-81.9930784699999 36.977305012 0 60.646753,-81.993449003 36.9770068780001 0 59.068253,-81.994048071 36.9768690110001 0 57.193653,-81.994504804 36.9769830120001 0 55.754853,-81.994876205 36.9772114780001 0 54.347153,-81.995105004 36.977554679 0 52.887853,-81.995592071 36.9787906120001 0 48.027853,-81.995677805 36.9788134120001 0 47.756153,-81.996081004 36.9810794790001 0 39.173753,-81.9964812709999 36.9815140790001 0 37.147853,-81.9969380049999 36.9816052790001 0 35.732153,-81.9979654059999 36.981626879 0 32.641053,-81.998963606 36.9812366790001 0 29.301253,-81.999077272 36.9810534120001 0 28.533753,-81.998961473 36.980023212 0 24.655453,-81.998646272 36.9792680790001 0 21.669753,-81.997158005 36.976659478 0 10.913453,-81.9965830049999 36.9740044110001 0 0.809453,-81.9964400709999 36.973821478 0 -4.69999999950232e-005)"
Clinch River 114	"LINESTRING ZM (-81.976734 36.982243613 0 99.999953,-81.977361999 36.9823116800001 0 96.171053,-81.9783614 36.9827916130001 0 89.133353,-81.979161666 36.98356928 0 81.538053,-81.979618667 36.9838206800001 0 78.190053,-81.9803324 36.9840032130001 0 73.663853,-81.9808176 36.984048413 0 70.712653,-81.981359267 36.983681613 0 66.429653,-81.981729467 36.9831318130001 0 61.723153,-81.981842867 36.9826280130001 0 57.867153,-81.9819264669999 36.98127708 0 47.679353,-81.982097068 36.9807502790001 0 43.579753,-81.982353267 36.980406612 0 40.563753,-81.983151801 36.9799480130001 0 34.629853,-81.9838076679999 36.9797412790001 0 30.372053,-81.9847492009999 36.979580012 0 24.554853,-81.985719602 36.979624879 0 18.681653,-81.9864618679999 36.979784479 0 14.038453,-81.987975402 36.9804468790001 0 3.620853,-81.9885746689999 36.980446279 0 -4.69999999950232e-005)"
Clinch River 115	"LINESTRING ZM (-81.974510398 36.9839398140001 0 99.999953,-81.974708998 36.9831154140001 0 69.289953,-81.974965465 36.9828632800001 0 57.387853,-81.975621398 36.982496414 0 33.927253,-81.976734 36.982243613 0 -4.69999999950232e-005)"
Clinch River 116	"LINESTRING ZM (-81.9714101979999 36.991978815 0 99.999953,-81.9714654649999 36.9906736820001 0 89.566853,-81.971750664 36.9904674150001 0 87.106053,-81.972064598 36.990398482 0 85.020253,-81.972721199 36.9904894150001 0 80.750353,-81.973320798 36.9906950160001 0 76.571653,-81.973834999 36.9910378820001 0 72.286653,-81.974406199 36.991266415 0 68.196253,-81.9750341989999 36.9912888160001 0 64.167953,-81.975633199 36.9910592150001 0 59.913753,-81.976089399 36.9907154150001 0 55.902453,-81.976231599 36.9903260150001 0 52.660653,-81.975915399 36.988700814 0 39.519353,-81.9751142649999 36.9873278150001 0 27.408053,-81.974942266 36.986755481 0 22.704553,-81.9747689979999 36.9852446140001 0 10.582753,-81.974625798 36.9848096810001 0 6.988853,-81.974510398 36.9839398140001 0 -4.69999999950232e-005)"
Clinch River 117	"LINESTRING ZM (-81.9431860569999 36.996052418 0 99.999953,-81.9432998569999 36.995709017 0 99.120553,-81.94358519 36.9954568840001 0 98.277853,-81.943927457 36.9952964830001 0 97.490953,-81.945154657 36.9951126170001 0 95.012853,-81.946182057 36.995066083 0 92.970153,-81.946867391 36.995157084 0 91.591253,-81.950465192 36.9964826840001 0 83.732053,-81.9512934589999 36.996962884 0 81.703353,-81.95283626 36.9983584170001 0 77.087353,-81.95317886 36.998495618 0 76.327253,-81.953607193 36.9985182180001 0 75.475153,-81.954092193 36.9983346180001 0 74.410653,-81.954377193 36.997899417 0 73.193953,-81.9544905929999 36.997120818 0 71.253853,-81.95406066 36.9955184830001 0 67.197453,-81.9538317939999 36.995129483 0 66.132853,-81.953487393 36.9932980830001 0 61.548953,-81.95380066 36.992679616 0 59.896753,-81.95474186 36.9921066160001 0 57.551153,-81.95559786 36.991900016 0 55.776653,-81.956796594 36.9918302830001 0 53.390853,-81.957767261 36.9921042830001 0 51.348053,-81.958309994 36.9924702160001 0 49.940653,-81.958624261 36.992790616 0 48.931653,-81.959053594 36.993797617 0 46.297653,-81.959797395 36.995216617 0 42.487953,-81.9605402609999 36.9958112840001 0 40.404553,-81.9609116619999 36.995994217 0 39.539453,-81.961254062 36.9960168170001 0 38.857453,-81.961510862 36.9959250160001 0 38.299353,-81.9620237949999 36.9951460830001 0 36.119253,-81.962022996 36.994482217 0 34.476153,-81.961908195 36.994001483 0 33.264753,-81.961789795 36.9904528160001 0 24.478853,-81.961875062 36.9901322160001 0 23.667553,-81.9621314619999 36.9897884820001 0 22.676153,-81.9629301959999 36.9893758160001 0 20.790053,-81.963700462 36.9891920160001 0 19.194753,-81.964842196 36.989191082 0 16.928253,-81.966612396 36.9896934160001 0 13.200653,-81.9679832639999 36.990447816 0 9.900353,-81.9694121969999 36.9918888820001 0 5.343253,-81.9703548639999 36.992575016 0 2.816253,-81.970726065 36.9925976160001 0 2.077353,-81.970925665 36.9925058150001 0 1.620553,-81.9714101979999 36.991978815 0 -4.69999999950232e-005)"
Clinch River 118	"LINESTRING ZM (-81.936820255 37.000134818 0 99.999953,-81.936819988 36.9997424850001 0 98.321053,-81.936734255 36.9997196190001 0 98.011053,-81.936562655 36.9991932180001 0 95.682753,-81.9365336549999 36.9979798190001 0 90.489353,-81.9367904549999 36.997682018 0 88.939953,-81.937018789 36.9975216180001 0 87.898153,-81.937675455 36.9972922850001 0 85.440153,-81.9382178549999 36.997200284 0 83.537353,-81.939417389 36.9973370180001 0 79.379153,-81.940331256 36.997748485 0 75.782353,-81.9411590559999 36.9983662180001 0 71.901753,-81.94130159 36.9986636850001 0 70.538053,-81.941387257 36.999396285 0 67.389353,-81.941273456 37.0001346190001 0 64.205753)"
Clinch River 119	"LINESTRING ZM (-81.945012791 37.0001344180001 0 18.724053,-81.944898258 36.9998748840001 0 17.545953,-81.94458399 36.9993944180001 0 15.224253,-81.9445838569999 36.999257018 0 14.636253,-81.94432699 36.9988908180001 0 12.838253,-81.943642857 36.997082418 0 4.751453,-81.94344319 36.996876484 0 3.635053,-81.9431860569999 36.996052418 0 -4.69999999950232e-005)"
Clinch River 120	"LINESTRING ZM (-81.941273456 37.0001346190001 0 64.205753,-81.940018456 37.0015330850001 0 56.832653,-81.9399614559999 37.0017620850001 0 55.833353,-81.939989856 37.002426085 0 52.990353,-81.940103856 37.002723686 0 51.658053,-81.94036039 37.0030440850001 0 50.028753,-81.94118779 37.003616019 0 46.280053,-81.942072257 37.004096286 0 42.614453,-81.94264319 37.004233286 0 40.569353,-81.9433572579999 37.004232819 0 38.118853,-81.9438715909999 37.0040264190001 0 36.145153,-81.944243591 37.0036370190001 0 34.046053,-81.944701057 37.002560685 0 29.179953,-81.944900057 37.001690486 0 25.394053,-81.945012791 37.0001344180001 0 18.724053)"
Clinch River 121	"LINESTRING ZM (-81.9272794949999 37.000536375 0 92.094953,-81.927282452 37.000532419 0 92.073053,-81.928281652 37.000279886 0 88.078153,-81.929138253 37.0002338190001 0 84.804253,-81.9301951859999 37.0003478190001 0 80.737653,-81.9309664529999 37.000576419 0 77.602153,-81.9315378539999 37.0009424190001 0 74.813553,-81.932336654 37.0016516860001 0 70.269153,-81.932650654 37.0022010860001 0 67.395553,-81.932992988 37.003025086 0 63.265853,-81.9330220539999 37.0033228200001 0 61.845853,-81.9332220539999 37.0036660860001 0 60.044353,-81.933738454 37.006871087 0 44.678553,-81.9339957879999 37.007374687 0 42.090753,-81.934281454 37.007649287 0 40.390453,-81.934880988 37.0076032200001 0 38.093953,-81.935480255 37.0073052860001 0 35.405453,-81.935765455 37.0070074870001 0 33.620153,-81.936221389 37.0060684860001 0 28.828853,-81.9362206549999 37.0049694860001 0 23.603353,-81.936020388 37.0045116860001 0 21.296553,-81.936047988 37.003389886 0 15.961553,-81.936534588 37.002267685 0 10.312353,-81.936848856 37.001397486 0 6.004653,-81.936820255 37.000134818 0 -4.69999999950232e-005)"
Clinch River 122	"LINESTRING ZM (-81.926512585 37.002043686 0 99.999953,-81.926597785 37.001448419 0 97.151053,-81.9272794949999 37.000536375 0 92.094953)"
Clinch River 123	"LINESTRING ZM (-81.9168537849999 37.034810893 0 99.999953,-81.916910652 37.0345820260001 0 99.651753,-81.9172245839999 37.0341926930001 0 98.960053,-81.917738051 37.0332308260001 0 97.398853,-81.917708851 37.0321546930001 0 95.792653,-81.9179081839999 37.0309870250001 0 94.034053,-81.918136185 37.0303000920001 0 92.973353,-81.9183073839999 37.0300480920001 0 92.545153,-81.918678384 37.0297274920001 0 91.892653,-81.9192493849999 37.029566892 0 91.168753,-81.920962652 37.029520491 0 89.118053,-81.923847853 37.0308014920001 0 85.172753,-81.926018787 37.0316932920001 0 82.254653,-81.931331589 37.0333164260001 0 75.453553,-81.9323598559999 37.0334990920001 0 74.193653,-81.933102256 37.033475825 0 73.304953,-81.93370179 37.033132025 0 72.423153,-81.9337014559999 37.0327656910001 0 71.876553,-81.930900655 37.0299052250001 0 66.450353,-81.929643388 37.028738091 0 64.149253,-81.9289860539999 37.027983024 0 62.775353,-81.928785454 37.027090091 0 61.421453,-81.929327454 37.0262198240001 0 59.970053,-81.929526788 37.0254870910001 0 58.850953,-81.929983254 37.0249602910001 0 57.893753,-81.931124855 37.0241126240001 0 56.032353,-81.931467255 37.0237690230001 0 55.376053,-81.931723855 37.0232880900001 0 54.595553,-81.931780455 37.0227614900001 0 53.806853,-81.931608588 37.0219374230001 0 52.560053,-81.931236655 37.0209760230001 0 51.058053,-81.9306934539999 37.020060422 0 49.545153,-81.9292077869999 37.0185958220001 0 46.728153,-81.928293254 37.0174286230001 0 44.671353,-81.927835854 37.016627489 0 43.356553,-81.927607253 37.016375689 0 42.891853,-81.927093186 37.016169889 0 42.204353,-81.9265506529999 37.0161700890001 0 41.555253,-81.925951386 37.016513822 0 40.673653,-81.9256946529999 37.016857423 0 40.075953,-81.925495186 37.0174986220001 0 39.089853,-81.925496186 37.018963822 0 36.903553,-81.925382253 37.0193988890001 0 36.240253,-81.925268053 37.0194904900001 0 36.046953,-81.924497386 37.019628223 0 35.102253,-81.923583386 37.01928529 0 33.894953,-81.923097786 37.0189190230001 0 33.097353,-81.922869052 37.01852989 0 32.455353,-81.922869052 37.0183468230001 0 32.182253,-81.9227833849999 37.018301023 0 32.059053,-81.922725452 37.01706469 0 30.212953,-81.922894985 37.0141798220001 0 25.903353,-81.922351785 37.013035288 0 24.076053,-81.9220089849999 37.0126462210001 0 23.365253,-81.921437251 37.011639088 0 21.714053,-81.9213797849999 37.010906488 0 20.618653,-81.921579385 37.0105400210001 0 20.021953,-81.922007385 37.010265088 0 19.365853,-81.922835385 37.0102190210001 0 18.372653,-81.923606251 37.010447621 0 17.389253,-81.925119786 37.0110422880001 0 15.372553,-81.9256335859999 37.0110648880001 0 14.756753,-81.925919052 37.0109044880001 0 14.339753,-81.926403986 37.0103548210001 0 13.335053,-81.926688586 37.00904962 0 11.357853,-81.926288186 37.0079280210001 0 9.617053,-81.9263162519999 37.0071952870001 0 8.523153,-81.9274000519999 37.0058210870001 0 6.096853,-81.927713786 37.0051798860001 0 5.069053,-81.927827253 37.004263886 0 3.695553,-81.927655653 37.00366882 0 2.784153,-81.926512585 37.002043686 0 -4.69999999950232e-005)"
